Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand
Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,23.25,4.57,10.939231036425246,1.5195132049061133,Toyota
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,9.74,5.32,9.790206866077162,1.6714733033535532,Hyundai
Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,3.2,10.87804719253426,1.1631508098056809,Hyundai
Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.87,5.63,11.125879674885814,1.728109442151599,Maruti
Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.74,3.0,9.852194258148577,1.0986122886681098,Hyundai
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,47.87,9.25,11.112447898373103,2.224623551524334,BMW
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,7.63,1.2,11.289781913656018,0.1823215567939546,Tata
Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,7.87,2.15,11.018629143155449,0.7654678421395714,Maruti
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.105,3.05,10.571316925111784,1.1151415906193203,Volkswagen
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,23.25,11.5,10.985292722887856,2.4423470353692043,Toyota
Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,9.74,2.3,11.301352218770754,0.8329091229351039,Hyundai
Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,7.87,4.95,10.4341158035983,1.599387576580599,Maruti
Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.93,4.75,11.77528972943772,1.55814461804655,Renault
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12.47,10.15,10.866280118061702,2.3174737054877963,Maruti
Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,9.51,2.65,10.691944912900398,0.9745596399981308,Nissan
Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,11.2,3.8,11.33857207782545,1.33500106673234,Ford
Honda CR-V 2.0 AT,Kochi,2017,41697,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,11.15,16.68,10.638184462752868,2.8142103969306005,Honda
Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,9.51,5.0,12.0015054797889,1.6094379124341003,Nissan
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,6.51,3.75,10.645424897265505,1.3217558399823195,Toyota
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,9.74,4.11,11.76756768334381,1.4134230285081433,Hyundai
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,11.2,4.25,10.3797217315325,1.4469189829363254,Ford
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,33.21,3.45,11.76756768334381,1.2383742310432684,Mitsubishi
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,55.61,22.5,10.596634733096073,3.1135153092103742,Audi
Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,23.25,4.5,11.918390573078392,1.5040773967762742,Toyota
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,11.105,0.9,11.84939770159144,-0.10536051565782628,Chevrolet
Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.3,1341.0,83.0,5.0,9.74,1.85,11.053758902024423,0.6151856390902335,Hyundai
Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,3.25,10.585952884749213,1.1786549963416462,Honda
Maruti Swift VDI BSIV W ABS,Pune,2010,63600,Diesel,Manual,Second,17.8,1248.0,74.0,5.0,7.87,3.1,11.060368749328214,1.1314021114911006,Maruti
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.2,7.34,11.16157915574956,1.9933388426264242,Ford
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,11.105,4.25,10.175649813329873,1.4469189829363254,Volkswagen
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9.74,6.45,9.50747760319872,1.864080130807681,Hyundai
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,23.25,10.75,11.711776323715394,2.3749057545736716,Toyota
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,78.76,27.75,10.978302244634175,3.3232358401924436,Mercedes-Benz
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,7.87,0.99,11.652687407345388,-0.01005033585350145,Maruti
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,11.2,24.0,11.225243392518447,3.1780538303479458,Ford
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9.74,6.1,10.318638930233714,1.8082887711792655,Hyundai
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,10.32,8.25,10.381211304797002,2.1102132003465894,Honda
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.105,4.65,11.211820372186306,1.536867219599265,Volkswagen
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,Petrol,Manual,First,13.7,1997.0,153.86,5.0,11.15,9.75,10.934891091510787,2.277267285009756,Honda
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,8.1,4.4,11.02394286912669,1.4816045409242156,Hyundai
Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,7.87,3.99,10.404262840448617,1.3837912309017721,Maruti
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,58.67,45.73,9.80311457838934,3.822754537669964,BMW
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.2,5.27,11.175913082496507,1.6620303625532709,Ford
Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,Manual,First,26.2,998.0,58.2,5.0,7.87,3.5,10.621327345686446,1.252762968495368,Maruti
Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.15,7.25,11.112447898373103,1.9810014688665833,Honda
Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,7.63,1.6,11.502875129116727,0.47000362924573563,Tata
Renault Duster 110PS Diesel RxL,Pune,2014,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,4.93,6.0,11.863582336583399,1.791759469228055,Renault
Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,3.0,10.20233209219402,1.0986122886681098,Hyundai
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,11.15,4.95,10.226585030208863,1.599387576580599,Honda
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.87,8.99,11.320517208025235,2.196112848483529,Maruti
Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,11.15,1.85,11.362102575235644,0.6151856390902335,Honda
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.105,6.16,10.202888193567093,1.8180767775454285,Volkswagen
Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,7.87,3.5,11.612508322056724,1.252762968495368,Maruti
Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,7.52,4.5,11.141861783579396,1.5040773967762742,Honda
Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,7.75,9.392661928770137,2.0476928433652555,Hyundai
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,4.93,6.6,11.258033215341438,1.8870696490323797,Renault
Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,4.98,10.779601914762763,1.6054298910365616,Hyundai
BMW 3 Series 320d Highline,Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,58.67,9.75,12.043553716032399,2.277267285009756,BMW
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.2,5.55,11.150016846275976,1.713797927758343,Ford
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,15.68,10.3,10.725291765304336,2.33214389523559,Volkswagen
Honda Accord 2.4 AT,Chennai,2011,85000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,11.15,7.5,11.350406535472453,2.0149030205422647,Honda
Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399.0,92.7,5.0,11.105,1.8,10.93135543667848,0.5877866649021191,Chevrolet
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,11.105,6.25,9.825526011066415,1.8325814637483102,Volkswagen
Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,11.145,6.8,11.773364801028135,1.916922612182061,Mahindra
Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,9.74,3.0,10.83765749449752,1.0986122886681098,Hyundai
Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,11.6,11.347165996475253,2.451005098112319,Mahindra
Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,9.74,6.95,10.596634733096073,1.9387416595767009,Hyundai
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,11.105,3.5,11.002099841204238,1.252762968495368,Volkswagen
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.45,5.5,10.41918130769898,1.7047480922384253,Hyundai
Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,5.65,10.126631103850338,1.7316555451583497,Hyundai
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248.0,73.8,8.0,11.105,3.25,11.170435156023453,1.1786549963416462,Chevrolet
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,31.365000000000002,7.72,9.943957485089841,2.0438143640366846,Skoda
Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.74,12.0,10.651217610866365,2.4849066497880004,Hyundai
Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,11.105,1.55,11.498806256409345,0.4382549309311553,Chevrolet
Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.25,10.75,11.03650126792157,2.3749057545736716,Toyota
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,6.72,10.697339427217706,1.9050881545350582,Hyundai
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,55.61,28.55,11.42674646872833,3.351656936102019,Audi
Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,136.0,75.0,9.894850359140465,4.31748811353631,Porsche
Honda City i VTEC VX,Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,11.15,10.49,10.515722897840558,2.3504224224082058,Honda
Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493.0,100.0,7.0,11.145,3.8,11.408109245600743,1.33500106673234,Mahindra
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,55.61,18.5,11.21184739884811,2.917770732084279,Audi
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,9.74,6.0,10.621327345686446,1.791759469228055,Hyundai
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9.74,5.5,11.334731378439512,1.7047480922384253,Hyundai
Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,7.87,2.3,11.418614785498987,0.8329091229351039,Maruti
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,7.87,8.7,10.819778284410283,2.163323025660538,Maruti
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.4,1120.0,71.01,5.0,9.74,4.95,10.968198289528557,1.599387576580599,Hyundai
Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.87,4.25,11.289781913656018,1.4469189829363254,Maruti
Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,11.145,10.94,10.628375618880137,2.392425796993835,Mahindra
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,67.87,21.26,11.082142548877775,3.056827372913802,BMW
Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,20.48,11.5,9.709356537782675,2.4423470353692043,Toyota
Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,9.74,6.0,10.902997480161027,1.791759469228055,Hyundai
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.15,1198.0,82.0,6.0,11.145,4.1,10.086850233838494,1.410986973710262,Mahindra
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.7,796.0,47.3,5.0,7.87,2.01,10.086933476991792,0.6981347220709843,Maruti
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,15.7,1172.0,67.0,5.0,8.955,2.6,10.989858554781884,0.9555114450274363,Fiat
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,7.87,2.35,10.596634733096073,0.8544153281560676,Maruti
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Diesel,Manual,Second,9.5,2835.0,118.6,6.0,33.21,9.15,11.95482535785243,2.21375387928743,Mitsubishi
Honda Brio EX MT,Chennai,2013,42320,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.15,2.9,10.65301506653218,1.0647107369924282,Honda
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,9.74,9.18,10.09216387496809,2.217027204632399,Hyundai
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,9.74,11.45,10.203592144986466,2.4379897300002487,Hyundai
Maruti Alto Green LXi (CNG),Hyderabad,2012,92000,CNG,Manual,Second,26.83,796.0,38.4,5.0,7.87,2.1,11.429543856031177,0.7419373447293773,Maruti
Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.8,1198.0,86.7,5.0,11.15,5.53,11.031577734023836,1.7101878155342434,Honda
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,First,18.15,1198.0,82.0,6.0,11.145,3.75,9.51044496442652,1.3217558399823195,Mahindra
Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,15.17,12.5,8.411832675758411,2.5257286443082556,Honda
Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,11.145,15.5,10.043249494911286,2.740840023925201,Mahindra
Hyundai Santro GLS I - Euro I,Pune,2011,65400,Petrol,Manual,First,0.0,1086.0,82.0,5.0,9.74,2.1,11.08827753744529,0.7419373447293773,Hyundai
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,78.76,14.5,11.296980938382712,2.6741486494265287,Mercedes-Benz
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,15.05,12.46,10.66068876188618,2.522523513359307,Renault
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,11.105,5.25,10.308952660644293,1.6582280766035324,Volkswagen
BMW 5 Series 520d Sedan,Delhi,2012,90000,Diesel,Automatic,First,18.48,1995.0,190.0,5.0,58.67,14.5,11.407564949312402,2.6741486494265287,BMW
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Diesel,Automatic,Second,13.5,2987.0,282.0,5.0,78.76,25.0,11.49272275765271,3.2188758248682006,Mercedes-Benz
Hyundai Santro GLS II - Euro II,Kochi,2012,66400,Petrol,Manual,First,0.0,1197.0,82.0,5.0,9.74,2.66,11.103452335464524,0.9783261227936078,Hyundai
Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,Diesel,Automatic,First,12.9,2993.0,271.23,4.0,53.72,45.0,10.819778284410283,3.8066624897703196,Jaguar
Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.13,5.1,11.055798573538173,1.62924053973028,Maruti
Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,3.5,11.097410021008562,1.252762968495368,Honda
BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,58.67,12.5,11.211820372186306,2.5257286443082556,BMW
Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,9.74,5.55,11.440354772135393,1.713797927758343,Hyundai
Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,23.25,19.48,11.156250521031495,2.969388298214389,Toyota
Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197.0,85.8,5.0,7.87,3.91,10.794911656680155,1.3635373739972745,Maruti
Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,11.105,2.19,11.097410021008562,0.7839015438284094,Chevrolet
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,9.74,6.89,10.218918537940311,1.9300710850255671,Hyundai
Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,11.2,3.47,10.851141283352423,1.244154593958768,Ford
Nissan Teana 230jM,Mumbai,2008,86340,Petrol,Automatic,Second,9.1,2349.0,84.8,5.0,9.51,3.25,11.366048269109468,1.1786549963416462,Nissan
Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,7.87,2.85,11.225243392518447,1.0473189942805592,Maruti
Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,55.61,25.64,10.577375458157261,3.2441536320524693,Audi
Honda City V MT,Kochi,2018,11966,Petrol,Manual,First,16.8,1497.0,116.3,5.0,11.15,10.28,9.389824573949976,2.330200260027019,Honda
Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.79,6.3,10.51867319162636,1.840549633397487,Honda
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.14,1498.0,88.8,5.0,11.105,4.75,11.169307760188143,1.55814461804655,Volkswagen
Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461.0,83.14,5.0,14.72,5.8,11.086440989637989,1.7578579175523736,Nissan
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,120.0,44.5,11.03488966402723,3.7954891891721947,Land Rover
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.5,1197.0,82.9,5.0,9.74,4.65,10.703806108157863,1.536867219599265,Hyundai
Honda City 1.5 E MT,Jaipur,2009,86863,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.15,3.6,11.372087443829933,1.2809338454620642,Honda
Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.145,12.25,11.538846590921628,2.505525936990736,Mahindra
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,25.54,20.0,10.714417768752456,2.995732273553991,Jeep
Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.145,16.0,9.998797732340453,2.772588722239781,Mahindra
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,11.145,6.21,11.598231221549328,1.8261608959453874,Mahindra
Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.44,1198.0,67.0,7.0,4.37,3.25,9.457200449907708,1.1786549963416462,Datsun
Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,11.145,9.75,10.373491181781864,2.277267285009756,Mahindra
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,11.15,4.45,10.571316925111784,1.4929040961781488,Honda
Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,16.84,12.0,10.645424897265505,2.4849066497880004,Honda
Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.4,1396.0,65.0,5.0,7.63,0.8,11.198214720130528,-0.2231435513142097,Tata
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,8.28,5.95,10.778956289890028,1.7833912195575383,Hyundai
Maruti Alto 800 2016-2019 CNG LXI,Pune,2015,18000,CNG,Manual,First,33.44,796.0,40.3,4.0,7.87,3.0,9.798127036878302,1.0986122886681098,Maruti
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,9.74,5.25,9.852194258148577,1.6582280766035324,Hyundai
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393.0,147.8,7.0,23.94,22.2,10.42222182037016,3.100092288878234,Toyota
BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,58.67,13.5,11.05089000537367,2.6026896854443837,BMW
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,11.105,13.5,10.778956289890028,2.6026896854443837,Volkswagen
Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,11.2,3.47,11.097410021008562,1.244154593958768,Ford
Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,11.145,9.5,11.289781913656018,2.2512917986064953,Mahindra
Volkswagen Vento Petrol Highline,Chennai,2011,37000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.105,4.8,10.51867319162636,1.5686159179138452,Volkswagen
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,31.365000000000002,6.54,10.464759111782492,1.8779371654691073,Skoda
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.105,3.1,10.858998997563564,1.1314021114911006,Volkswagen
Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.87,7.99,11.023747171218401,2.0781907597781832,Maruti
Toyota Corolla Altis G,Kolkata,2009,45000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,23.25,3.3,10.714417768752456,1.1939224684724346,Toyota
Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.87,8.75,11.211820372186306,2.169053700369523,Maruti
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,9.74,4.19,11.396391648714276,1.4327007339340465,Hyundai
